College Name,Website,City,State,Data Analytics Only,Data Analytics degree/cert Offered,Data Science degree/cert Offered,Offers Certificate,Offers AS,Offer Data Science Course,COUNTY,LATITUDE,LONGITUDE
Hawkeye Community College,,Waterloo,Iowa,0,0,0,0,0,0,Black Hawk,42.477784,-92.366099
Indian Hills Community College,,Ottumwa,Iowa,0,0,0,0,0,0,Wapello,41.015099,-92.413428
Iowa Central Community College,,Fort Dodge,Iowa,0,0,0,0,0,0,Webster,42.508817,-94.180737
Iowa Lakes Community College,,Estherville,Iowa,0,0,0,0,0,0,Emmet,43.401709,-94.818001
Ellsworth Community College,,Iowa Falls,Iowa,0,0,0,0,0,0,Hardin,42.513756,-93.270943
Marshalltown Community College,,Marshalltown,Iowa,0,0,0,0,0,0,Marshall,42.040482,-92.91269
Iowa Western Community College,,Council Bluffs,Iowa,0,0,0,0,0,0,Pottawattamie,41.252954,-95.880992
Kirkwood Community College,,Cedar Rapids,Iowa,0,0,0,0,0,0,Linn,41.9743,-91.655382
North Iowa Area Community College,,Mason City,Iowa,0,0,0,0,0,0,Cerro Gordo,43.149869,-93.195379
Northeast Iowa Community College,https://catalog.nicc.edu/preview_program.php?catoid=15&poid=2065,Peosta,Iowa,1,1,0,1,0,0,Dubuque,42.443535,-90.809372
Northwest Iowa Community College,,Sheldon,Iowa,0,0,0,0,0,0,Obrien,43.180797,-95.840141
Southeastern Community College,,West Burlington,Iowa,0,0,0,0,0,0,Des Moines,40.832081,-91.179894
Southwestern Community College,,Creston,Iowa,0,0,0,0,0,0,Union,41.062384,-94.369151
Western Iowa Tech Community College,,Sioux City,Iowa,0,0,0,0,0,0,Woodbury,42.497223,-96.40292
Blue Ridge Community and Technical College,,Martinsburg,West Virginia,0,0,0,0,0,0,Berkeley,39.459959,-77.958915
BridgeValley Community and Technical College,,South Charleston,West Virginia,0,0,0,0,0,0,Fayette,38.180145,-81.327965
Eastern West Virginia Community and Technical College,,Moorefield,West Virginia,0,0,0,0,0,0,Hardy,39.056812,-78.97793
Mountwest Community and Technical College,,Huntington,West Virginia,0,0,0,0,0,0,Cabell,38.409726,-82.442348
New River Community and Technical College,,Beaver,West Virginia,0,0,0,0,0,0,Raleigh,37.751581,-81.073104
Pierpont Community and Technical College,,Fairmont,West Virginia,0,0,0,0,0,0,Marion,39.472677,-80.146041
Potomac State College of West Virginia University,,Keyser,West Virginia,0,0,0,0,0,0,Mineral,39.430406,-78.988667
Southern West Virginia Community and Technical College,,Logan,West Virginia,0,0,0,0,0,0,Logan,37.847488,-82.002092
West Virginia Northern Community College,,Wheeling,West Virginia,0,0,0,0,0,0,Ohio,40.072736,-80.685126
West Virginia University at Parkersburg,,Parkersburg,West Virginia,0,0,0,0,0,0,Wood,39.264433,-81.535412
Allen Community College,,Iola,Kansas,0,0,0,0,0,0,Allen,37.928244,-95.402146
Barton Community College,,Great Bend,Kansas,0,0,0,0,0,0,Barton,38.370937,-98.783103
Butler Community College,https://www.butlercc.edu/homepage/349/data-analytics,El Dorado,Kansas,0,1,0,1,0,1,Butler,37.822649,-96.854297
Cloud County Community College,,Concordia,Kansas,0,0,0,0,0,0,Cloud,39.559427,-97.662735
Coffeyville Community College,,Coffeyville,Kansas,0,0,0,0,0,0,Montgomery,37.044056,-95.632756
Colby Community College,,Colby,Kansas,0,0,0,0,0,0,Thomas,39.383038,-101.044169
Cowley College,,Arkansas City,Kansas,0,0,0,0,0,0,Cowley,37.067593,-97.035658
Dodge City Community College,,Dodge City,Kansas,0,0,0,0,0,0,Ford,37.756882,-100.024074
Donnelly College,https://campussuite-storage.s3.amazonaws.com/prod/738581/f9ead7f6-bb6f-11e6-bf0d-22000bd8490f/2841505/77ba4f6c-6acf-11ef-bf91-0a58a9feac02/file/2024-2025%20Catalog%20V2.pdf,Kansas City,Kansas,0,0,0,0,0,1,Wyandotte,39.115733,-94.627139
Fort Scott Community College,,Fort Scott,Kansas,0,0,0,0,0,0,Bourbon,37.834159,-94.704221
Garden City Community College,,Garden City,Kansas,0,0,0,0,0,0,Finney,37.97693,-100.862088
Highland Community College,,Highland,Kansas,0,0,0,0,0,0,Doniphan,39.860752,-95.258335
Hutchinson Community College,,Hutchinson,Kansas,0,0,0,0,0,0,Reno,38.054995,-97.931052
Independence Community College,,Independence,Kansas,0,0,0,0,0,0,Montgomery,37.229247,-95.716528
Johnson County Community College,https://catalog.jccc.edu/degreecertificates/datascience//data-analytics-certificate/,Overland Park,Kansas,1,1,0,1,0,1,Johnson,38.992488,-94.674769
Kansas City Kansas Community College,,Kansas City,Kansas,0,0,0,0,0,0,Wyandotte,39.115733,-94.627139
Labette Community College,,Parsons,Kansas,0,0,0,0,0,0,Labette,37.338888,-95.269288
Neosho County Community College,,Chanute,Kansas,0,0,0,0,0,0,Neosho,37.674928,-95.456962
Pratt Community College,,Pratt,Kansas,0,0,0,0,0,0,Pratt,37.650219,-98.73003
Seward County Community College,,Liberal,Kansas,0,0,0,0,0,0,Seward,37.043789,-100.92857
Ashland Community and Technical College,,Ashland,Kentucky,0,0,0,0,0,0,Boyd,38.443038,-82.702709
Big Sandy Community and Technical College,,Prestonsburg,Kentucky,0,0,0,0,0,0,Floyd,37.649462,-82.788135
Bluegrass Community and Technical College,,Lexington,Kentucky,0,0,0,0,0,0,Fayette,38.017394,-84.485423
Elizabethtown Community and Technical College,,Elizabethtown,Kentucky,0,0,0,0,0,0,Hardin,37.706973,-85.858977
Gateway Community and Technical College,,Florence,Kentucky,0,0,0,0,0,0,Boone,38.998889,-84.626667
Hazard Community and Technical College,,Hazard,Kentucky,0,0,0,0,0,0,Perry,37.252641,-83.199845
Henderson Community College,,Henderson,Kentucky,0,0,0,0,0,0,Henderson,37.836111,-87.59
Hopkinsville Community College,,Hopkinsville,Kentucky,0,0,0,0,0,0,Christian,36.862053,-87.485148
Jefferson Community and Technical College,,Louisville,Kentucky,0,0,0,0,0,0,Jefferson,38.2435,-85.7639
Madisonville Community College,,Madisonville,Kentucky,0,0,0,0,0,0,Hopkins,37.325551,-87.495326
Maysville Community and Technical College,,Maysville,Kentucky,0,0,0,0,0,0,Mason,38.619716,-83.758858
Owensboro Community and Technical College,,Owensboro,Kentucky,0,0,0,0,0,0,Daviess,37.751255,-87.155394
Somerset Community College,,Somerset,Kentucky,0,0,0,0,0,0,Pulaski,37.073853,-84.604362
Southcentral Kentucky Community and Technical College,,Bowling Green,Kentucky,0,0,0,0,0,0,Warren,37.007874,-86.455891
Southeast Kentucky Community and Technical College,,Cumberland,Kentucky,0,0,0,0,0,0,Harlan,36.971085,-82.977052
West Kentucky Community and Technical College,,Paducah,Kentucky,0,0,0,0,0,0,Mccracken,37.063377,-88.663204
"Ivy Tech Community College, Anderson Campus",,Anderson,Indiana,0,0,0,0,0,0,Madison,40.114577,-85.725305
"Ivy Tech Community College, Bloomington Campus",https://www.ivytech.edu/programs/all-academic-programs/school-of-information-technology/data-analytics/,Bloomington,Indiana,1,1,0,1,1,0,Monroe,39.140057,-86.508262
"Ivy Tech Community College, Columbus Campus",,Columbus,Indiana,0,0,0,0,0,0,Bartholomew,39.205507,-85.931745
"Ivy Tech Community College, Crown Point Campus",,Crown Point,Indiana,0,0,0,0,0,0,Lake,41.423571,-87.355586
"Ivy Tech Community College, East Chicago Campus",,East Chicago,Indiana,0,0,0,0,0,0,Lake,41.634893,-87.462734
"Ivy Tech Community College, Evansville Campus",,Evansville,Indiana,0,0,0,0,0,0,Vanderburgh,37.9746,-87.5674
"Ivy Tech Community College, Fort Wayne Campus",https://www.ivytech.edu/programs/all-academic-programs/school-of-information-technology/data-analytics/,Fort Wayne,Indiana,1,1,0,1,1,0,Allen,41.0716,-85.1367
"Ivy Tech Community College, Gary Campus",https://www.ivytech.edu/programs/all-academic-programs/school-of-information-technology/data-analytics/,Gary,Indiana,1,1,0,1,1,0,Lake,41.593333,-87.346389
"Ivy Tech Community College, Hamilton County Campus",https://www.ivytech.edu/programs/all-academic-programs/school-of-information-technology/data-analytics/,Noblesville,Indiana,1,1,0,0,1,0,Hamilton,40.056292,-86.016294
"Ivy Tech Community College, Indianapolis Campus",https://www.ivytech.edu/programs/all-academic-programs/school-of-information-technology/data-analytics/,Indianapolis,Indiana,1,1,0,1,1,0,Marion,39.775006,-86.109348
"Ivy Tech Community College, Kokomo Campus",,Kokomo,Indiana,0,0,0,0,0,0,Howard,40.49884,-86.145273
"Ivy Tech Community College, Lafayette Campus",https://www.ivytech.edu/programs/all-academic-programs/school-of-information-technology/data-analytics/,Lafayette,Indiana,1,1,0,1,1,0,Tippecanoe,40.417743,-86.888358
"Ivy Tech Community College, Lawrenceburg Campus",,Lawrenceburg,Indiana,0,0,0,0,0,0,Dearborn,39.140123,-84.865819
"Ivy Tech Community College, Marion Campus",,Marion,Indiana,0,0,0,0,0,0,Grant,40.574333,-85.674127
"Ivy Tech Community College, Munice Campus",,Munice,Indiana,0,0,0,0,0,0,Delaware,40.193431,-85.387893
"Ivy Tech Community College, Richmond Campus",,Richmond,Indiana,0,0,0,0,0,0,Wayne,39.83244,-84.893606
"Ivy Tech Community College, Sellersburg Campus",,Sellersburg,Indiana,0,0,0,0,0,0,Clark,38.390331,-85.763518
"Ivy Tech Community College, South Bend Campus",,South Bend,Indiana,0,0,0,0,0,0,St Joseph,41.672699,-86.253489
"Ivy Tech Community College, Terre Haute Campus",,Terre Haute,Indiana,0,0,0,0,0,0,Vigo,39.4666,-87.4138
"Ivy Tech Community College, Valparaiso Campus",,Valparaiso,Indiana,0,0,0,0,0,0,Porter,41.475661,-87.075866
Baton Rouge Community College,,Baton Rouge,Louisiana,0,0,0,0,0,0,East Baton Rouge,30.450731,-91.186954
Bossier Parish Community College,,Bossier City,Louisiana,0,0,0,0,0,0,Bossier,32.544924,-93.703826
Central Louisiana Technical Community College,,Alexandria,Louisiana,0,0,0,0,0,0,Rapides,31.288519,-92.463349
Delgado Community College,,New Orleans,Louisiana,0,0,0,0,0,0,Orleans,29.960484,-90.075301
L.E. Fletcher Technical Community College,,Schriever,Louisiana,0,0,0,0,0,0,Terrebonne,29.712276,-90.851341
Louisiana Delta Community College,,Monroe,Louisiana,0,0,0,0,0,0,Ouachita,32.528551,-92.106104
Northshore Technical Community College,,Hammond,Louisiana,0,0,0,0,0,0,Tangipahoa,30.51908,-90.487856
Northwest Louisiana Technical College,,Shreveport,Louisiana,0,0,0,0,0,0,Caddo,32.503743,-93.748696
Nunez Community College,,Chalmette,Louisiana,0,0,0,0,0,0,Saint Bernard,29.946611,-89.961137
River Parishes Community College,,Gonzales,Louisiana,0,0,0,0,0,0,Ascension,30.238333,-90.92
South Louisiana Community College,,Lafayette,Louisiana,0,0,0,0,0,0,Lafayette,30.236141,-92.008261
Sowela Technical Community College,,Lake Charles,Louisiana,0,0,0,0,0,0,Calcasieu,30.228453,-93.187966
Central Maine Community College,,Auburn,Maine,0,0,0,0,0,0,Androscoggin,44.094785,-70.238978
Eastern Maine Community College,,Bangor,Maine,0,0,0,0,0,0,Penobscot,44.824199,-68.791839
Kennebec Valley Community College,,Fairfield,Maine,0,0,0,0,0,0,Somerset,44.609639,-69.63321
Northern Maine Community College,,Presque Isle,Maine,0,0,0,0,0,0,Aroostook,46.684151,-68.01179
Southern Maine Community College,,South Portland,Maine,0,0,0,0,0,0,Cumberland,43.631847,-70.270878
Washington County Community College,,Calais,Maine,0,0,0,0,0,0,Washington,45.171478,-67.26408
York County Community College,,Wells,Maine,0,0,0,0,0,0,York,43.314352,-70.596883
Berkshire Community College,,Pittsfield,Massachusetts,0,0,0,0,0,0,Berkshire,42.453086,-73.247088
Bristol Community College,,Fall River,Massachusetts,0,0,0,0,0,0,Bristol,41.718221,-71.139991
Bunker Hill Community College,https://www.bhcc.edu/cit/dataanalyticsprograms/,Boston,Massachusetts,1,1,0,1,1,0,Suffolk,42.357603,-71.068432
Cape Cod Community College,https://live-capecod.cleancatalog.io/mathematics/associate-in-arts/data-science-concentration,Barnstable,Massachusetts,0,0,1,0,1,1,Barnstable,41.698289,-70.300067
Greenfield Community College,,Greenfield,Massachusetts,0,0,0,0,0,0,Franklin,42.601222,-72.601847
Holyoke Community College,https://catalog.hcc.edu/preview_course_nopop.php?catoid=11&coid=10737,Holyoke,Massachusetts,0,0,0,0,0,1,Hampden,42.202007,-72.626193
Massachusetts Bay Community College,,Wellesley,Massachusetts,0,0,0,0,0,0,Norfolk,42.2986,-71.3016
Massasoit Community College,https://massasoit.edu/program/computer-science-transfer-data-science/,Brockton,Massachusetts,0,0,1,0,1,1,Plymouth,42.08,-71.0377
Middlesex Community College,,Lowell,Massachusetts,0,0,0,0,0,0,Middlesex,42.656035,-71.305078
Mount Wachusett Community College,https://mwcc.edu/academics/certificate/data-analysis/,Gardner,Massachusetts,1,1,0,1,0,0,Worcester,42.57405,-71.9898
North Shore Community College,,Danvers,Massachusetts,0,0,0,0,0,0,Essex,42.569402,-70.942461
Northern Essex Community College,,Haverhill,Massachusetts,0,0,0,0,0,0,Essex,42.785605,-71.072057
Quinsigamond Community College,https://www.qcc.edu/computer-and-information-technology/computer-information-systems-data-science-certificate,Worcester,Massachusetts,0,0,1,1,0,0,Worcester,42.2621,-71.8034
Roxbury Community College,,Boston,Massachusetts,0,0,0,0,0,0,Suffolk,42.357603,-71.068432
Springfield Technical Community College,,Springfield,Massachusetts,0,0,0,0,0,0,Hampden,42.106,-72.5977
Bates Technical College,https://www.batestech.edu/programs/software/,Tacoma,Washington,1,1,0,0,1,0,Pierce,47.2764,-122.7583
Bellevue College,https://www.bellevuecollege.edu/academics/undergraduate-programs/data-coordinator-certificate-of-accomplishment/,Bellevue,Washington,1,1,0,1,1,0,King,47.619899,-122.207371
Bellingham Technical College,,Bellingham,Washington,0,0,0,0,0,0,Whatcom,48.748957,-122.488676
Big Bend Community College,,Moses Lake,Washington,0,0,0,0,0,0,Grant,47.137363,-119.289149
Cascadia College,https://www.cascadia.edu/academic-programs/science-technology-engineering-and-mathematics/hcde.aspx,Bothell,Washington,0,0,1,0,1,0,King,47.749692,-122.2159
Centralia College,,Centralia,Washington,0,0,0,0,0,0,Lewis,46.724635,-122.967068
Clark College,https://catalog.clark.edu/search/?search=data+science,Vancouver,Washington,0,0,0,0,0,0,Clark,45.64183,-122.68014
Clover Park Technical College,,Lakewood,Washington,0,0,0,0,0,0,Pierce,47.122905,-122.529326
Columbia Basin College,,Pasco,Washington,0,0,0,0,0,0,Franklin,46.249183,-119.104387
Spokane Community College,,Spokane,Washington,0,0,0,0,0,0,Spokane,47.666485,-117.436527
Spokane Falls Community College,,Spokane,Washington,0,0,0,0,0,0,Spokane,47.666485,-117.436527
Edmonds College,https://www.edmonds.edu/programs-and-degrees/areas-of-study/information-technology/computer-science/data-analytics/,Lynwood,Washington,1,1,0,1,0,0,Snohomish,47.816384,-122.32664
Everett Community College,,Everett,Washington,0,0,0,0,0,0,Snohomish,47.988431,-122.200571
Grays Harbor College,,Aberdeen,Washington,0,0,0,0,0,0,Grays Harbor,46.984293,-123.79629
Green River College,https://www.greenriver.edu/students/academics/degrees-programs/data-analytics-and-software-development.html,Auburn,Washington,1,1,0,0,1,1,King,47.316339,-122.270057
Highline College,https://catalog.highline.edu/preview_program.php?catoid=30&poid=8473&hl=%22data+science%22&returnto=search,Des Moines,Washington,0,0,1,0,1,1,King,47.388335,-122.301767
Lake Washington Institute of Technology,,Kirkland,Washington,0,0,0,0,0,0,King,47.678597,-122.189442
Lower Columbia College,,Longview,Washington,0,0,0,0,0,0,Cowlitz,46.151354,-122.963421
North Seattle College,https://www.seattlecolleges.edu/academics/academic-catalog,Seattle,Washington,0,0,0,0,0,1,King,47.611435,-122.330456
Olympic College,,Bremerton,Washington,0,0,0,0,0,0,Kitsap,47.601916,-122.629913
Peninsula College,,Port Angeles,Washington,0,0,0,0,0,0,Clallam,48.106489,-123.438442
Pierce College,https://www.pierce.ctc.edu/data-management-and-analytics,Puyallup,Washington,1,1,0,1,0,0,Pierce,47.199123,-122.315097
Renton Technical College,,Renton,Washington,0,0,0,0,0,0,King,47.464759,-122.207484
Seattle Central College,https://it.seattlecentral.edu/programs/data-analytics-and-database/information-technology-data-analytics-and-database-certificate,Seattle,Washington,1,1,0,1,1,1,King,47.611435,-122.330456
Shoreline Community College,https://www.shoreline.edu/programs/business-intelligence-data-analytics/business-intelligence-data-analytics.aspx,Shoreline,Washington,1,1,0,1,0,0,King,47.747453,-122.358627
Skagit Valley College,https://catalog.skagit.edu/preview_program.php?catoid=33&poid=8764&hl=%22data+science%22&returnto=search,Mount Vernon,Washington,1,1,0,0,1,1,Skagit,48.416427,-122.326548
South Puget Sound Community College,,Olympia,Washington,0,0,0,0,0,0,Thurston,47.012906,-122.876311
South Seattle College,,Seattle,Washington,0,0,0,0,0,0,King,47.611435,-122.330456
Tacoma Community College,,Tacoma,Washington,0,0,0,0,0,0,Pierce,47.2764,-122.7583
Walla Walla Community College,,Walla Walla,Washington,0,0,0,0,0,0,Walla Walla,46.061373,-118.331544
Wenatchee Valley College,,Wenatchee,Washington,0,0,0,0,0,0,Chelan,47.425269,-120.327345
Whatcom Community College,https://www.whatcom.edu/academics/areas-of-study/information-technology-computer-science/computer-information-systems/class-sequences,Bellingham,Washington,1,1,0,1,0,0,Whatcom,48.748957,-122.488676
Yakima Valley College,,Yakima,Washington,0,0,0,0,0,0,Yakima,46.606991,-120.477336
Allegany College of Maryland,https://www.allegany.edu/data-analytics/,Cumberland,Maryland,1,1,0,1,1,0,Allegany,39.6504,-78.7574
Anne Arundel Community College,,Arnold,Maryland,0,0,0,0,0,1,Anne Arundel,39.047587,-76.49406
Baltimore City Community College,,Baltimore,Maryland,0,0,0,0,0,0,Baltimore City,39.29463,-76.625203
Carroll Community College,https://www.carrollcc.edu/programs/degrees-credit-certificates/data-science-a-a/,Westminster,Maryland,0,0,1,1,1,1,Carroll,39.555654,-76.99404
Cecil College,https://catalog.cecil.edu/preview_program.php?catoid=6&poid=596&returnto=989,North East,Maryland,0,0,1,1,1,1,Cecil,39.604535,-75.953805
Chesapeake College,,Wye Mills,Maryland,0,0,0,0,0,0,Talbot,38.928114,-76.081366
College of Southern Maryland,https://www.csmd.edu/programs-courses/program-finder/data-science.html,La Plata,Maryland,0,0,1,1,1,1,Charles,38.525673,-76.986498
Community College of Baltimore County,https://catalog.ccbcmd.edu/preview_program.php?catoid=47&poid=27508,Rossville,Maryland,0,0,1,0,1,1,Baltimore,39.354541,-76.481758
Frederick Community College,https://myfcc.frederick.edu/FCC/media/ProgramsOfStudy/2019-2020%20Pathways/Data_Science_AOC_Pathway_2019.pdf,Frederick,Maryland,0,0,1,0,1,1,Frederick,39.408235,-77.400875
Garrett College,,McHenry,Maryland,0,0,0,0,0,0,Garrett,39.560734,-79.342756
Hagerstown Community College,,Hagerstown,Maryland,0,0,0,0,0,0,Washington,39.632022,-77.737215
Harford Community College,https://www.harford.edu/academics/credit-programs/programs/data-science.php,Bel Air,Maryland,0,0,1,1,1,1,Harford,39.539367,-76.356431
Howard Community College,https://howardcc.smartcatalogiq.com/2024-2025/catalog/programs-by-division/health-science-and-technology/data-business-analytics-certificate-career/,Columbia,Maryland,1,1,0,1,0,0,Howard,39.214103,-76.878807
Montgomery College,https://www.montgomerycollege.edu/academics/programs/data-science/index.html,Germantown,Maryland,0,0,1,1,1,1,Montgomery,39.17039,-77.269935
Prince George's Community College,https://www.pgcc.edu/programs-courses/program-finder/data-science-and-analysis-aas/,Largo,Maryland,0,1,1,1,1,0,Prince George's,38.889579,-76.825042
Wor–Wic Community College,,Salisbury,Maryland,0,0,0,0,0,0,Wicomico,38.362996,-75.592238
Alpena Community College,,Alpena,Michigan,0,0,0,0,0,0,Alpena,45.079018,-83.4602
Bay de Noc Community College,,Escanaba,Michigan,0,0,0,0,0,0,Delta,45.76587,-87.088985
Bay Mills Community College,,Brimley,Michigan,0,0,0,0,0,0,Chippewa,46.411117,-84.563841
Delta College,https://www.delta.edu/programs/current/sciences-and-engineering/data-science/data-science/certificate/index.html,University Center,Michigan,0,0,1,1,0,1,Bay,43.5608,-83.9899
Glen Oaks Community College,,Centreville,Michigan,0,0,0,0,0,0,Saint Joseph,41.921685,-85.496299
Gogebic Community College,,Ironwood,Michigan,0,0,0,0,0,0,Gogebic,46.463793,-90.158844
Grand Rapids Community College,https://www.grcc.edu/programs/data-science-certificate,Grand Rapids,Michigan,0,0,1,1,0,1,Kent,42.9704,-85.6738
Henry Ford College,,Dearborn,Michigan,0,0,0,0,0,0,Wayne,42.305295,-83.160488
Jackson College,,Jackson,Michigan,0,0,0,0,0,0,Jackson,42.254522,-84.387476
Kalamazoo Valley Community College,,Kalamazoo,Michigan,0,0,0,0,0,0,Kalamazoo,42.273565,-85.545653
Kellogg Community College,,Battle Creek,Michigan,0,0,0,0,0,0,Calhoun,42.3053,-85.1389
Kirtland Community College,,Grayling,Michigan,0,0,0,0,0,0,Crawford,44.670959,-84.691321
Lake Michigan College,,Benton Harbor,Michigan,0,0,0,0,0,0,Berrien,42.108594,-86.423417
Lansing Community College,,Lansing,Michigan,0,0,0,0,0,1,Ingham,42.7323,-84.556
Macomb Community College,https://ecatalog.macomb.edu/preview_program.php?catoid=88&poid=11019&hl=%22data+analytics%22&returnto=search,Warren,Michigan,1,1,0,1,0,0,Macomb,42.5159,-82.9824
Mid Michigan Community College,,Harrison,Michigan,0,0,0,0,0,0,Clare,44.028478,-84.77289
Monroe County Community College,https://www.monroeccc.edu/programs/data-analytics,Monroe,Michigan,1,1,0,0,1,0,Monroe,41.92751,-83.404848
Montcalm Community College,,Sidney,Michigan,0,0,0,0,0,0,Montcalm,43.23579,-85.120671
Mott Community College,https://www.mcc.edu/degree-pathway/CDAN.shtml,Flint,Michigan,1,1,0,0,1,0,Genesee,43.0233,-83.6856
Muskegon Community College,,Muskegon,Michigan,0,0,0,0,0,0,Muskegon,43.232589,-86.249191
North Central Michigan College,,Petoskey,Michigan,0,0,0,0,0,0,Emmet,45.361268,-84.940263
Northwestern Michigan College,,Traverse City,Michigan,0,0,0,0,0,0,Grand Traverse,44.74365,-85.618869
Oakland Community College,https://www.oaklandcc.edu/programs/cis/data-science,Auburn Hills,Michigan,0,0,1,1,0,0,Oakland,42.6875,-83.234167
St. Clair County Community College,,Port Huron,Michigan,0,0,0,0,0,0,Saint Clair,42.995843,-82.459938
Schoolcraft College,,Livonia,Michigan,0,0,0,0,0,0,Wayne,42.361503,-83.36494
Southwestern Michigan College,,Dowagiac,Michigan,0,0,0,0,0,0,Cass,41.990965,-86.116766
Washtenaw Community College,,Ann Arbor,Michigan,0,0,0,0,0,0,Washtenaw,42.279379,-83.783998
Wayne County Community College District,,Detroit,Michigan,0,0,0,0,0,0,Wayne,42.347429,-83.060398
West Shore Community College,,Scottville,Michigan,0,0,0,0,0,0,Mason,43.976692,-86.315615
Coahoma Community College,,Clarksdale,Mississippi,0,0,0,0,0,0,Coahoma,34.204984,-90.577755
Copiah–Lincoln Community College,,Wesson,Mississippi,0,0,0,0,0,0,Copiah,31.690055,-90.413106
East Central Community College,,Decatur,Mississippi,0,0,0,0,0,0,Newton,32.435798,-89.116832
East Mississippi Community College,,Scooba,Mississippi,0,0,0,0,0,0,Kemper,32.840197,-88.488272
Hinds Community College,,Raymond,Mississippi,0,0,0,0,0,0,Hinds,32.23922,-90.424088
Holmes Community College,,Goodman,Mississippi,0,0,0,0,0,0,Holmes,32.972133,-89.982145
Itawamba Community College,,Fulton,Mississippi,0,0,0,0,0,0,Itawamba,34.274543,-88.379262
Jones County Junior College,,Ellisville,Mississippi,0,0,0,0,0,0,Jones,31.579663,-89.223073
Meridian Community College,,Meridian,Mississippi,0,0,0,0,0,0,Lauderdale,32.357441,-88.655973
Mississippi Delta Community College,,Moorhead,Mississippi,0,0,0,0,0,0,Sunflower,33.478325,-90.51425
Mississippi Gulf Coast Community College,https://mgccc.edu/programs/schools/engineering-mathematics-data-science-it/ai-and-data-technology/,Perkinston,Mississippi,0,0,1,1,1,0,Stone,30.76686,-89.139985
Northeast Mississippi Community College,,Booneville,Mississippi,0,0,0,0,0,0,Prentiss,34.669431,-88.544299
Northwest Mississippi Community College,,Senatobia,Mississippi,0,0,0,0,0,0,Tate,34.632306,-89.885501
Pearl River Community College,,Poplarville,Mississippi,0,0,0,0,0,0,Pearl River,30.852362,-89.564751
Southwest Mississippi Community College,,Summit,Mississippi,0,0,0,0,0,0,Pike,31.29752,-90.465427
Crowder College,,Neosho,Missouri,0,0,0,0,0,0,Newton,36.870634,-94.386218
East Central College,,Union,Missouri,0,0,0,0,0,0,Franklin,38.445629,-91.020596
Jefferson College,,Hillsboro,Missouri,0,0,0,0,0,0,Jefferson,38.258582,-90.578196
Metropolitan Community College,,Kansas City,Missouri,0,0,0,0,0,0,Jackson,39.10005,-94.601849
Mineral Area College,,Park Hills,Missouri,0,0,0,0,0,0,Saint Francois,37.85555,-90.52735
Missouri State University–West Plains,https://wp.missouristate.edu/Catalog/degree-technology-cert-data-analytics.htm,West Plains,Missouri,1,1,0,1,0,0,Howell,36.728418,-91.871681
Moberly Area Community College,,Moberly,Missouri,0,0,0,0,0,0,Randolph,39.420239,-92.435793
North Central Missouri College,,Trenton,Missouri,0,0,0,0,0,0,Grundy,40.082335,-93.608634
Ozarks Technical Community College,,Springfield,Missouri,0,0,0,0,0,0,Greene,37.2152,-93.295
St. Charles Community College,https://catalog.stchas.edu/preview_program.php?catoid=4&poid=404&hl=%22data+analytics%22&returnto=search,Cottleville,Missouri,1,1,0,0,1,0,Saint Charles,38.746111,-90.653889
St. Louis Community College,,St. Louis,Missouri,0,0,0,0,0,0,St. Louis,38.629051,-90.278796
State Fair Community College,,Sedalia,Missouri,0,0,0,0,0,0,Pettis,38.696076,-93.232268
State Technical College of Missouri,,Osage County,Missouri,0,0,0,0,0,0,Osage,38.467548,-91.814313
Three Rivers College,,Poplar Bluff,Missouri,0,0,0,0,0,0,Butler,36.766235,-90.416647
Blue Ridge Community College,,Weyers Cave,Virginia,0,0,0,0,0,0,Augusta,38.293145,-78.923454
Central Virginia Community College,,Lynchburg,Virginia,0,0,0,0,0,0,Lynchburg City,37.386228,-79.171464
Mountain Gateway Community College,,Clifton Forge,Virginia,0,0,0,0,0,0,Alleghany,37.820342,-79.805423
Danville Community College,,Danville,Virginia,0,0,0,0,0,0,Danville City,36.621789,-79.412441
Eastern Shore Community College,,Melfa,Virginia,0,0,0,0,0,0,Accomack,37.6407,-75.745355
Germanna Community College,,Locust Grove,Virginia,0,0,0,0,0,0,Orange,38.335202,-77.770874
J. Sargeant Reynolds Community College,,Richmond,Virginia,0,0,0,0,0,0,Henrico,37.582473,-77.519657
Brightpoint Community College,,Chester,Virginia,0,0,0,0,0,0,Chesterfield,37.342934,-77.41557
Laurel Ridge Community College,https://laurelridge.edu/degree/science-computational-and-data-science-major/,Middletown,Virginia,0,0,1,1,1,0,Frederick,39.036676,-78.281455
Mountain Empire Community College,,Big Stone Gap,Virginia,0,0,0,0,0,0,Wise,36.858073,-82.762727
New River Community College,,Dublin,Virginia,0,0,0,0,0,0,Pulaski,37.098879,-80.669696
Northern Virginia Community College,https://www.nvcc.edu/academics/programs/data-analytics.html,Annandale,Virginia,1,1,0,1,0,0,Fairfax,38.830699,-77.214245
Patrick & Henry Community College,,Martinsville,Virginia,0,0,0,0,0,0,Martinsville City,36.687067,-79.869136
Paul D. Camp Community College,,Franklin,Virginia,0,0,0,0,0,0,Franklin City,36.678625,-76.939108
Piedmont Virginia Community College,,Charlottesville,Virginia,0,0,0,0,0,0,Charlottesville City,37.9962,-78.4782
Rappahannock Community College,,Glenns,Virginia,0,0,0,0,0,0,Gloucester,37.564747,-76.624482
Southside Virginia Community College,,Alberta,Virginia,0,0,0,0,0,0,Brunswick,36.880609,-77.905518
